     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,12/24/2016-12/30/2016,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
R446,BROOK AVENUE-138TH STREET     ,00012271,00000625,00000098,00000096,00000001,00010697,00003967,00000000,00000000,00000000,00000000,00000050,00000389,00000003,00000443,00000022,00000058,00000000,00000050,00000000,00000000,00000000,00001141,00000000,                                                                                                                      
R447,CYPRESS AVENUE-138TH STREET   ,00006748,00000279,00000067,00000129,00000004,00007265,00002366,00000000,00000000,00000000,00000000,00000026,00000191,00000000,00000292,00000021,00000025,00000000,00000048,00000000,00000000,00000000,00000774,00000000,                                                                                                                      
R448,EAST 143RD ST-SOUTHERN BLVD   ,00001563,00000056,00000011,00000014,00000004,00001294,00000658,00000000,00000000,00000000,00000000,00000010,00000030,00000000,00000227,00000007,00000007,00000000,00000020,00000000,00000000,00000000,00000099,00000000,                                                                                                                      
R449,EAST 149TH ST-SOUTHERN BLVD   ,00008066,00000421,00000070,00000146,00000000,00008401,00003501,00000000,00000000,00000000,00000000,00000027,00000198,00000000,00000496,00000005,00000033,00000000,00000032,00000000,00000000,00000000,00000714,00000000,                                                                                                                      
R450,LONGWOOD AVE-SOUTHERN BLVD    ,00005970,00000314,00000036,00000071,00000000,00005551,00002383,00000000,00000000,00000000,00000000,00000030,00000210,00000004,00000268,00000022,00000028,00000000,00000030,00000000,00000000,00000000,00000533,00000000,                                                                                                                      
R451,WINTHROP ST-NOSTRAND AVE      ,00010625,00000827,00000138,00000278,00000026,00006748,00006173,00000000,00000000,00000000,00000000,00000095,00000380,00000016,00001387,00000104,00000103,00000000,00000070,00000000,00000000,00000000,00000698,00000000,                                                                                                                      
R452,72ND STREET & BROADWAY        ,00070005,00008860,00000576,00001985,00000097,00036837,00045197,00000000,00000000,00000000,00000000,00000980,00001320,00000143,00004838,00001763,00001098,00000000,00001339,00000000,00000000,00000000,00001673,00000000,                                                                                                                      
R453,23RD STREET-6TH AVENUE        ,00017745,00001097,00000098,00000400,00000003,00009867,00013051,00000000,00000000,00000000,00000000,00000213,00000185,00000006,00001373,00000384,00000304,00000000,00000389,00000000,00000000,00000000,00000418,00000000,                                                                                                                      
R454,PROSPECT AVE-4TH AVE          ,00001578,00000080,00000012,00000042,00000000,00000865,00000949,00000000,00000000,00000000,00000000,00000011,00000019,00000000,00000044,00000008,00000014,00000000,00000012,00000000,00000000,00000000,00000163,00000000,                                                                                                                      
R455,25TH STREET-4TH AVENUE        ,00001600,00000111,00000014,00000032,00000000,00000981,00000656,00000000,00000000,00000000,00000000,00000006,00000033,00000000,00000049,00000007,00000008,00000000,00000009,00000000,00000000,00000000,00000147,00000000,                                                                                                                      
R456,HOYT STREET-FULTON STREET     ,00004148,00000236,00000021,00000102,00000006,00003541,00002991,00000000,00000000,00000000,00000000,00000049,00000052,00000010,00000406,00000098,00000074,00000000,00000119,00000000,00000000,00000000,00000178,00000000,                                                                                                                      
R460,MARCY AVENUE-BROADWAY         ,00025173,00001321,00000194,00000417,00000018,00018256,00011955,00000000,00000000,00000000,00000000,00000192,00000643,00000004,00001176,00000244,00000206,00000000,00000594,00000000,00000000,00000000,00001205,00000000,                                                                                                                      
R461,BROADWAY LAFAYETTE-BLEECKER   ,00046291,00001852,00000158,00000433,00000060,00026687,00025394,00000000,00000000,00000000,00000000,00000467,00000364,00000057,00002404,00000798,00000511,00000000,00000999,00000000,00000000,00000000,00003355,00000000,                                                                                                                      
R462,CANAL STREET-BROADWAY         ,00033476,00001234,00000067,00000299,00000036,00018179,00015061,00000000,00000000,00000000,00000000,00000240,00000205,00000019,00001242,00000417,00000315,00000000,00000747,00000000,00000000,00000000,00001362,00000000,                                                                                                                      
R463,CANAL ST-LAFAYETTE ST EAST    ,00053895,00005238,00000225,00002716,00000080,00028665,00028315,00000000,00000000,00000000,00000000,00000345,00000823,00000124,00001676,00000666,00000427,00000000,00001575,00000000,00000000,00000000,00001437,00000000,                                                                                                                      
R464,AQUEDUCT RACE TRACK           ,00003902,00001591,00000171,00000378,00000001,00001706,00001768,00000000,00000000,00000000,00000000,00000027,00000653,00000000,00000113,00000020,00000020,00000000,00000031,00000000,00000000,00000000,00000071,00000000,                                                                                                                      
R468,RI TRAMWAY (MANHATTAN)        ,00006290,00000491,00000056,00000141,00000003,00006882,00006021,00000000,00000000,00000000,00000000,00000031,00000036,00000002,00000417,00000112,00000132,00000000,00000237,00000000,00000000,00000000,00000172,00000000,                                                                                                                      
R469,RI TRAMWAY (ROOSEVELT)        ,00008363,00000742,00000053,00000151,00000005,00007039,00005969,00000000,00000000,00000000,00000000,00000033,00000048,00000002,00000430,00000147,00000166,00000000,00000318,00000000,00000000,00000000,00000317,00000000,                                                                                                                      
R535,AIRTRAIN @ HOWARD BEACH       ,00020351,00000171,00000000,00000000,00000006,00000000,00000000,00000000,00000000,00000000,00000000,00000149,00000000,00000000,00000000,00000240,00000000,00000000,00019564,00006387,00001877,00000001,00000000,00000000,                                                                                                                      
R536,AIRTRAIN JAMAICA CENTER 1     ,00038470,00000253,00000000,00000000,00000063,00000000,00000000,00000000,00000000,00000000,00000000,00000304,00000000,00000000,00000000,00000671,00000000,00000000,00052021,00020447,00006997,00000726,00000000,00000000,                                                                                                                      
R540,PA-PATH WORLD TRADE CNTR      ,00100514,00000000,00000000,00000000,00000041,00000000,00000000,00000000,00000000,00000000,00000000,00000673,00000000,00000000,00000000,00000000,00000000,00004339,00001666,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R541,PA-PATH THIRTY THIRD ST       ,00076720,00000000,00000000,00000000,00000054,00000000,00000000,00000000,00000000,00000000,00000000,00000472,00000000,00000000,00000000,00000000,00000000,00007024,00001108,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R542,PA-PATH TWENTY THIRD ST       ,00011989,00000000,00000000,00000000,00000013,00000000,00000000,00000000,00000000,00000000,00000000,00000089,00000000,00000000,00000000,00000000,00000000,00000450,00000156,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R543,PA-PATH EXCHANGE PLACE        ,00025825,00000000,00000000,00000000,00000022,00000000,00000000,00000000,00000000,00000000,00000000,00000158,00000000,00000000,00000000,00000000,00000000,00001353,00000397,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R544,PA-PATH HARRISON              ,00016772,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000113,00000000,00000000,00000000,00000000,00000000,00002301,00000142,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R545,PA-PATH 14TH STREET           ,00015913,00000000,00000000,00000000,00000004,00000000,00000000,00000000,00000000,00000000,00000000,00000140,00000000,00000000,00000000,00000000,00000000,00000699,00000234,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R546,PA-PATH PAVONIA/NEWPORT       ,00034652,00000000,00000000,00000000,00000039,00000000,00000000,00000000,00000000,00000000,00000000,00000238,00000000,00000000,00000000,00000000,00000000,00003453,00000761,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R547,PA-PATH 9TH STREET            ,00007858,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000056,00000000,00000000,00000000,00000000,00000000,00000297,00000146,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R548,PA-PATH CHRISTOPHER ST        ,00007654,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000055,00000000,00000000,00000000,00000000,00000000,00000234,00000102,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R549,PA-PATH NEWARK                ,00053472,00000000,00000000,00000000,00000006,00000000,00000000,00000000,00000000,00000000,00000000,00000285,00000000,00000000,00000000,00000000,00000000,00006329,00000493,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R550,PA-PATH HOBOKEN               ,00044628,00000000,00000000,00000000,00000019,00000000,00000000,00000000,00000000,00000000,00000000,00000351,00000000,00000000,00000000,00000000,00000000,00002660,00000465,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R551,PA-PATH GROVE ST              ,00031371,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000217,00000000,00000000,00000000,00000000,00000000,00001524,00000540,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R552,PA-PATH JOURNAL SQUARE        ,00046655,00000000,00000000,00000000,00000017,00000000,00000000,00000000,00000000,00000000,00000000,00000217,00000000,00000000,00000000,00000000,00000000,00004180,00000641,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R570,72ND STREET - 2 AVENUE        ,00000075,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R571,86TH STREET - 2 AVENUE        ,00000017,00000001,00000000,00000000,00000000,00000003,00000004,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000001,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
R572,96TH STREET - 2 AVENUE        ,00000004,00000000,00000000,00000000,00000000,00000001,00000002,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                                      
